15, 37273750.0
14, 41858750.0
13, 46490625.0
16, 32836875.0
17, 28262500.0
18, 23745000.0
19, 19128750.0
20, 14507500.0

15.5, 35019375.0
15.25, 36091875.0
14.75, 38401875.0
14.5, 39505000.0
